,publishedAt,title,viewCount,수익(단위:$),광고개수,썸네일 얼굴,,,,,
2443,2018-11-05T11:47:39Z,빅토리의139번째주식단타매매영상 노바텍,16,,,,,,,,
2248,2019-03-10T03:37:31Z,금융위기? 경기침체? 유동성을 확보하려는 기업들,16,,,,,,,,
2565,2018-10-09T08:28:49Z,빅토리의23번째주식단타매매영상,16,,,,,,,,
2489,2018-10-25T01:40:00Z,빅토리의97번째주식단타매매영상,16,,,,,,,,
2405,2018-11-14T12:42:08Z,빅토리의174번째주식단타매매영상 KODEX코스닥150선물인버스,16,,,,,,,,
2569,2018-10-09T06:20:54Z,빅토리의19번째주식단타매매영상,16,,,,,,,,
2395,2019-02-01T23:44:32Z,빅토리의12번째주식공부영상 코스피,15,,,,,,,,
2460,2018-10-31T02:22:20Z,빅토리의126번째주식단타매매영상 보해양조,15,,,,,,,,
2270,2019-02-24T12:38:54Z,미중무역협상 이틀연장은 과거에도 시장에서 호재로 받아들였다!!,15,,,,,,,,
2338,2019-02-10T05:19:05Z,코스피 하락 이유,14,,,,,,,,
2474,2018-10-29T07:27:13Z,빅토리의112번째주식단타매매영상 보해양조,14,,,,,,,,
2475,2018-10-28T13:17:52Z,빅토리의111번째주식단타매매영상 옵티팜,14,,,,,,,,
2380,2019-02-02T12:48:07Z,[주식] 일진다이아 1월 21일 상한가를 가다.,14,,,,,,,,
2568,2018-10-09T06:30:06Z,빅토리의20번째주식단타매매영상,14,,,,,,,,
2410,2018-11-13T04:06:08Z,빅토리의170번째주식단타매매영상 셀트리온,14,,,,,,,,
2166,2019-04-10T15:00:24Z,강팔 한경닷컴 스타워즈 CS,14,,,,,,,,
2542,2018-10-12T13:53:05Z,빅토리의46번째주식단타매매영상,14,,,,,,,,
2228,2019-03-20T11:59:05Z,"위닉스, 3월6일 갭상승 후 상승추세. 미세먼지테마주, 공기청정기 실적 나오는 시기.",14,,,,,,,,
2272,2019-02-24T12:09:51Z,영상을 찍는 이유,14,,,,,,,,
2562,2018-10-10T09:14:25Z,빅토리의26번째주식단타매매영상,14,,,,,,,,
2536,2018-10-13T09:43:09Z,빅토리의52번째주식단타매매영상,13,,,,,,,,
2566,2018-10-09T08:17:37Z,빅토리의22번째주식단타매매영상,13,,,,,,,,
2431,2018-11-07T13:52:30Z,빅토리의151번째주식단타매매영상 보해양조,13,,,,,,,,
2570,2018-10-09T06:07:47Z,빅토리의18번째주식단타매매영상,13,,,,,,,,
2517,2018-10-14T12:20:36Z,빅토리의71번째주식단타매매영상,13,,,,,,,,
2532,2018-10-13T14:59:32Z,빅토리의56번째주식단타매매영상,13,,,,,,,,
2465,2018-10-30T13:53:44Z,빅토리의121번째주식단타매매영상 DB라이텍,13,,,,,,,,
2559,2018-10-10T11:55:33Z,빅토리의29번째주식단타매매영상,13,,,,,,,,
2286,2019-02-23T03:36:53Z,실시간방송요청 댓글에 대한 답변영상입니다. 1~2달 안에 도전해보겠습니다.,13,,,,,,,,
2582,2018-10-06T05:27:10Z,빅토리의9번째주식단타매매영상,12,,,,,,,,
2509,2018-10-15T13:10:49Z,빅토리의79번째주식단타매매영상,12,,,,,,,,
2561,2018-10-10T09:23:12Z,빅토리의27번째주식단타매매영상,12,,,,,,,,
2494,2018-10-23T12:36:07Z,빅토리의93번째주식단타매매영상,12,,,,,,,,
2557,2018-10-10T12:50:06Z,빅토리의31번째주식단타매매영상,12,,,,,,,,
2584,2018-10-06T03:34:56Z,빅토리의7번째주식단타매매영상,12,,,,,,,,
2382,2019-02-02T12:15:48Z,빅토리의25번째주식공부영상 현대차,12,,,,,,,,
2486,2018-10-25T14:19:44Z,빅토리의100번째주식단타매매영상,12,,,,,,,,
2458,2018-10-31T05:32:20Z,빅토리의128번째주식단타매매영상 보해양조,12,,,,,,,,
2482,2018-10-26T13:03:40Z,빅토리의104번째주식단타매매영상,12,,,,,,,,
2563,2018-10-09T08:48:57Z,빅토리의25번째주식단타매매영상,11,,,,,,,,
2236,2019-03-19T14:21:01Z,"삼성전자, 중국 반도체 굴기, 변동성 줄고 수렴 후 방향 정할 것으로 보인다.",11,,,,,,,,
2520,2018-10-14T05:35:37Z,빅토리의68번째주식단타매매영상,11,,,,,,,,
2567,2018-10-09T08:04:10Z,빅토리의21번째주식단타매매영상,11,,,,,,,,
2549,2018-10-11T14:18:44Z,빅토리의39번째주식단타매매영상,11,,,,,,,,
2274,2019-02-24T06:52:20Z,현재 경제 상황은?? 작년 GDP 대비 가계 부채 최고,11,,,,,,,,
2537,2018-10-13T09:12:07Z,빅토리의51번째주식단타매매영상,11,,,,,,,,
2498,2018-10-20T13:31:06Z,빅토리의90번째주식단타매매영상,11,,,,,,,,
2267,2019-02-25T13:45:05Z,PER 급상승도 좋은 매수 신호가 될 수 있다??,11,,,,,,,,
2495,2018-10-23T11:47:00Z,빅토리의92번째주식단타매매영상,10,,,,,,,,
2507,2018-10-15T13:46:16Z,빅토리의81번째주식단타매매영상,10,,,,,,,,
2291,2019-02-22T02:02:15Z,"SK하이닉스, 반도체 수출 감소 이유 중 하나인 미중무역분쟁은 현재 긍정적인 상태다!!",10,,,,,,,,
2535,2018-10-13T10:21:15Z,빅토리의53번째주식단타매매영상,10,,,,,,,,
2533,2018-10-13T14:14:58Z,빅토리의55번째주식단타매매영상,10,,,,,,,,
2531,2018-10-13T15:09:48Z,빅토리의57번째주식단타매매영상,10,,,,,,,,
2552,2018-10-11T13:52:24Z,빅토리의36번째주식단타매매영상,10,,,,,,,,
2564,2018-10-09T08:41:31Z,빅토리의24번째주식단타매매영상,10,,,,,,,,
2523,2018-10-14T04:46:23Z,빅토리의65번째주식단타매매영상,9,,,,,,,,
2580,2018-10-06T05:48:31Z,빅토리의11번째주식단타매매영상,9,,,,,,,,
2436,2018-11-06T10:41:02Z,빅토리의146번째주식단타매매영상 보해양조,9,,,,,,,,
2317,2019-02-17T11:08:23Z,"코스닥150, 미중무역협상(2월15일)에 대한 트럼프의 평가",9,,,,,,,,
2530,2018-10-14T00:05:15Z,빅토리의58번째주식단타매매영상,9,,,,,,,,
2500,2018-10-20T10:49:11Z,빅토리의88번재주식단타매매영상,9,,,,,,,,
2444,2018-11-05T11:43:23Z,빅토리의138번째주식단타매매영상 남선알미늄,9,,,,,,,,
2481,2018-10-26T15:15:06Z,빅토리의105번째주식단타매매영상,8,,,,,,,,
2558,2018-10-10T12:37:13Z,빅토리의30번째주식단타매매영상,8,,,,,,,,
2283,2019-02-23T12:27:20Z,코스닥150이 월별로 양봉인지 음봉인지 통계를 살펴보자.,8,,,,,,,,
2505,2018-10-15T14:47:45Z,빅토리의83번째주식단타매매영상,8,,,,,,,,
2544,2018-10-11T15:03:05Z,빅토리의44번째주식단타매매영상,8,,,,,,,,
2438,2018-11-06T09:12:52Z,빅토리의144번째주식단타매매영상 보해양조,8,,,,,,,,
2583,2018-10-06T03:48:09Z,빅토리의8번째주식단타매매영상,8,,,,,,,,
2521,2018-10-14T05:23:11Z,빅토리의67번째주식단타매매영상,8,,,,,,,,
2480,2018-10-27T03:18:16Z,빅토리의106번째주식단타매매영상 진양화학,8,,,,,,,,
2404,2018-11-14T12:55:29Z,빅토리의175번째주식단타매매영상 KODEX코스닥150선물인버스,8,,,,,,,,
2403,2018-11-14T13:35:53Z,빅토리의176번째주식단타매매영상 KODEX코스닥150선물인버스,8,,,,,,,,
2499,2018-10-20T13:21:00Z,빅토리의89번째주식단타매매영상,8,,,,,,,,
2240,2019-03-19T11:39:33Z,"아프리카TV 전고점 돌파, 외국인 기관 순매수",7,,,,,,,,
2560,2018-10-10T11:48:25Z,빅토리의28번째주식단타매매영상,7,,,,,,,,
2554,2018-10-10T13:24:40Z,빅토리의34번째주식단타매매영상,7,,,,,,,,
2543,2018-10-11T15:06:36Z,빅토리의45번째주식단타매매영상,7,,,,,,,,
2487,2018-10-25T05:33:45Z,빅토리의99번째주식단타매매영상,7,,,,,,,,
2546,2018-10-11T14:39:20Z,빅토리의42번째주식단타매매영상,6,,,,,,,,
2541,2018-10-13T04:58:08Z,빅토리의47번째주식단타매매영상,6,,,,,,,,
2555,2018-10-10T13:08:26Z,빅토리의33번째주식단타매매영상,6,,,,,,,,
2538,2018-10-13T06:36:53Z,빅토리의50번째주식단타매매영상,6,,,,,,,,
2553,2018-10-11T13:46:47Z,빅토리의35번째주식단타매매영상,6,,,,,,,,
2441,2018-11-05T11:56:56Z,빅토리의141번째주식단타매매영상 남선알미늄,6,,,,,,,,
2572,2018-10-09T01:24:47Z,빅토리의16번째주식단타매매영상,6,,,,,,,,
2522,2018-10-14T04:50:58Z,빅토리의66번째주식단타매매영상,6,,,,,,,,
2502,2018-10-18T13:02:50Z,빅토리의86번째주식단타매매영상,6,,,,,,,,
2581,2018-10-06T05:38:53Z,빅토리의10번째주식단타매매영상,6,,,,,,,,
2515,2018-10-14T14:49:01Z,빅토리의73번째주식단타매매영상,6,,,,,,,,
2252,2019-03-03T12:28:35Z,[주식]  최신뉴스 이것저것2,6,,,,,,,,
2251,2019-03-04T13:30:05Z,[주식] 최신뉴스 이것저것,6,,,,,,,,
2528,2018-10-14T00:29:59Z,빅토리의60번째주식단타매매영상,6,,,,,,,,
2229,2019-03-20T11:42:29Z,GS건설 2018.04.09 갭상승 후 우상향과 실적(어닝서프라이즈),5,,,,,,,,
2519,2018-10-14T05:40:55Z,빅토리의69번째주식단타매매영상,5,,,,,,,,
2548,2018-10-11T14:24:22Z,빅토리의40번째주식단타매매영상,5,,,,,,,,
2526,2018-10-14T00:47:40Z,빅토리의62번째주식단타매매영상,5,,,,,,,,
2513,2018-10-15T11:11:48Z,빅토리의75번째주식단타매매영상,5,,,,,,,,
2529,2018-10-14T00:12:59Z,빅토리의59번째주식단타매매영상,5,,,,,,,,
2506,2018-10-15T14:35:04Z,빅토리의82번째주식단타매매영상,5,,,,,,,,
2504,2018-10-17T12:05:18Z,빅토리의84번째주식단타매매영상,5,,,,,,,,
2249,2019-03-09T06:04:41Z,[주식] 최신 뉴스를 살펴보겠습니다.,5,,,,,,,,
2302,2019-02-20T03:31:04Z,"북미정상회담 때 코스피, 코스닥은 상승했을까? 하락했을까?",5,,,,,,,,
2241,2019-03-19T11:28:56Z,"호텔신라 대신증권에서 목표가 상향, 당일 조정에 외국인, 기관 매수세 모두 들어왔다.",5,,,,,,,,
2266,2019-02-25T13:58:31Z,"북미정상회담, 27일 장중이 아닌 27일 저녁부터 시작",4,,,,,,,,
2285,2019-02-23T04:49:34Z,어닝쇼크 4분기에 매년 반복되는 이유??,4,,,,,,,,
2233,2019-03-19T23:50:42Z,"아난티, 김정은 장중 입장발표할 수 있으므로 조심!!",4,,,,,,,,
2237,2019-03-19T14:11:26Z,"코스닥150, 코스피, 미중무역협상연기, 장기전",4,,,,,,,,
2289,2019-02-22T02:44:16Z,FOMC 회의(3월19일)에서 통화긴축에 대한 중대한 결정이 나올 수 있다!!,4,,,,,,,,
2501,2018-10-18T13:15:06Z,빅토리의87번째주식단타매매영상,4,,,,,,,,
2483,2018-10-26T11:46:49Z,빅토리의103번째주식단타매매영상,4,,,,,,,,
2508,2018-10-15T13:31:36Z,빅토리의80번째주식단타매매영상,4,,,,,,,,
2514,2018-10-15T10:32:14Z,빅토리의74번째주식단타매매영상,4,,,,,,,,
2547,2018-10-11T14:33:41Z,빅토리의41번째주식단타매매영상,4,,,,,,,,
2484,2018-10-26T11:16:55Z,빅토리의102번째주식단타매매영상,4,,,,,,,,
2304,2019-02-19T06:04:50Z,아마존은 수익나기까지 7년이 걸렸다!!,4,,,,,,,,
2516,2018-10-14T14:25:57Z,빅토리의72번째주식단타매매영상,3,,,,,,,,
2556,2018-10-10T13:06:52Z,빅토리의32번째주식단타매매영상,3,,,,,,,,
2518,2018-10-14T09:28:41Z,빅토리의70번째주식단타매매영상,3,,,,,,,,
2525,2018-10-14T01:01:33Z,빅토리의63번째주식단타매매영상,3,,,,,,,,
2534,2018-10-13T14:03:48Z,빅토리의54번째주식단타매매영상,3,,,,,,,,
2490,2018-10-25T01:03:46Z,빅토리의96번째주식단타매매영상,3,,,,,,,,
2550,2018-10-11T14:11:33Z,빅토리의38번째주식단타매매영상,3,,,,,,,,
2551,2018-10-11T14:04:23Z,빅토리의37번째주식단타매매영상,3,,,,,,,,
2493,2018-10-23T14:10:36Z,빅토리의94번째주식단타매매영상,2,,,,,,,,
2539,2018-10-13T05:50:16Z,빅토리의49번째주식단타매매영상,2,,,,,,,,
2545,2018-10-11T14:54:26Z,빅토리의43번째주식단타매매영상,2,,,,,,,,
2511,2018-10-15T11:46:52Z,빅토리의77번째주식단타매매영상,2,,,,,,,,
2510,2018-10-15T11:55:49Z,빅토리의78번째주식단타매매영상,2,,,,,,,,
2503,2018-10-17T12:17:52Z,빅토리의85번째주식단타매매영상,2,,,,,,,,
2244,2019-03-18T01:48:40Z,"KOSPI 미중무역협상, 연준 금리 결정 이슈를 주목하자",2,,,,,,,,
2253,2019-03-03T12:01:29Z,[주식] 최신뉴스 이것저것,1,,,,,,,,
2446,2018-11-05T11:17:26Z,빅토리의136번째주식단타매매영상 남선알미늄,1,,,,,,,,
2512,2018-10-15T11:24:03Z,빅토리의76번째주식단타매매영상,1,,,,,,,,
2527,2018-10-14T00:38:23Z,빅토리의61번째주식단타매매영상,1,,,,,,,,
2230,2019-03-20T02:34:02Z,"아프리카TV, 하락장에 강력한 상승, 아마도 결산보고서 실적 기대감에 상승?",1,,,,,,,,
2488,2018-10-25T04:05:59Z,빅토리의98번째주식단타매매영상,0,,,,,,,,
